STATION,NAME,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-13,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-14,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-15,,,,,0.89,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-20,,,,,0.02,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-28,8,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-11-29,,,,,0.23,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-09,10,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-10,,,,,0.12,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-11,,,,,0.3,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-15,4,",,N",0,",,N",,,,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-16,,,,,0.46,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-17,,,,,0.08,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-18,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-19,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2024-12-20,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-01-31,,,,,0.15,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-01,,,,,0.63,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-02,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-03,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-04,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-05,,,,,0,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-06,,,,,0.83,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-07,,,,,0.53,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-02-16,,,,,0.84,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-03-17,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-04-01,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-04-07,,,,,0.8,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-04-08,,,,,0.5,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-04-11,,,,,0.14,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-04-26,,,,,0.17,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-13,,,,,0.36,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-14,,,,,2.82,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-15,,,,,0.33,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-16,,,,,0.3,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-17,,,,,0.03,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-21,,,,,0.49,",,N",0,",,N",,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-22,,,,,0.34,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-28,,,,,1.65,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-05-29,,,,,0.41,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-08,,,,,0.73,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-09,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-14,,,,,1.21,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-16,,,,,0.58,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-17,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-20,,,,,0.19,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-27,,,,,0.09,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-28,,,,,0.06,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-06-29,,,,,0.39,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-02,,,,,2.85,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-10,,,,,0.77,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-12,,,,,0.42,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-14,,,,,0.08,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-15,,,,,0.11,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-16,,,,,0.16,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-20,,,,,0.6,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-07-28,,,,,0.2,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-08-01,,,,,0.66,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-08-06,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-08-14,,,,,1.32,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-08-25,,,,,0.7,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-05,,,,,0.07,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-07,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-17,,,,,0.41,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-18,,,,,0.04,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-21,,,,,0.38,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-25,,,,,0.29,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-27,,,,,0.24,",,N",,,,
US1VACRC002,"CHARLOTTESVILLE 0.5 NNE, VA US",2025-09-28,,,,,0.6,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-08,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-10,2,",,N",3.28,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-13,,,,,0.82,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-14,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-15,,,,,0,"T,,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-16,,,,,0.4,",,N",3,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-17,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-21,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-27,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-28,,,,,1.33,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-29,,,,,0.17,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-01-31,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-03,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-04,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-05,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-06,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-12,2,",,N",0.34,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-13,,,,,0.86,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-14,,,,,0,"T,,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-15,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-20,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-21,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-22,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-23,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-25,2,",,N",0.4,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-26,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-27,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-02-28,,,,,0.18,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-01,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-02,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-03,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-04,,,,,0.7,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-05,,,,,0.42,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-06,,,,,0.02,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-07,,,,,0.41,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-13,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-14,,,,,0.08,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-15,,,,,0.54,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-17,2,",,N",0.04,",,N",,,,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-18,,,,,1.47,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-20,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-22,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-23,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-26,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-27,,,,,0.64,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-28,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-29,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-30,,,,,0.1,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-05-31,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-01,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-02,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-16,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-17,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-18,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-19,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-20,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-21,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-22,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-23,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-24,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-25,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-26,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-27,,,,,0.72,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-28,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-29,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-06-30,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-08,,,,,0.25,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-09,,,,,5.68,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-22,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-23,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-28,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-30,,,,,0.39,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-08-31,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-01,,,,,0.34,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-02,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-03,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-04,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-05,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-06,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-07,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-08,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-09,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-10,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-11,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-12,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-13,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-14,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-15,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-16,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-17,,,,,0.26,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-18,,,,,4.14,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-19,,,,,0.32,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-20,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-21,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-22,,,,,0.55,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-23,,,,,0.02,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-25,,,,,0.78,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-26,,,,,4.09,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-27,,,,,0.17,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-28,,,,,1.3,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-29,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-09-30,,,,,3.22,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-01,,,,,3.18,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-02,,,,,0.43,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-03,,,,,0.46,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-04,,,,,0.04,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-05,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-06,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-07,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-08,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-09,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-10,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-11,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-12,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-13,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-14,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-15,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-16,,,,,0.02,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-17,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-18,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-19,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2024-10-20,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-01,,,,,0.36,",,N",,,,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-02,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-03,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-04,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-05,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-06,,,,,1.1,",,N",4.2,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-07,,,,,0.13,",,N",0.1,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-08,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-09,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-10,,,,,0,",,N",0,",,N",3.3,",,N"
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-26,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-27,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-28,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-29,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-01-30,,,,,0,",,N",0,",,N",,
US1VAAB0010,"CHARLOTTESVILLE 8.4 W, VA US",2025-02-01,2,",,N",0.6,",,N",,,,,,
